Company ,Salesperson ,Total Sales ,Total Lbs ,Sales Mar 2020,Sales Apr 2020,Sales May 2020,Sales Jun 2020,Sales Jul 2020,Sales Aug 2020,Pounds Shipped Mar 2020,Pounds Shipped Apr 2020,Pounds Shipped May 2020,Pounds Shipped Jun 2020,Pounds Shipped Jul 2020,Pounds Shipped Aug 2020
Company-512,Salesperson4,0.0,1106.0,,,0.0,,,,,,1106.0,,,
Company-513,Salesperson13,10803.0,4282.0,1045.0,112.0,9206.0,440.0,,,1012.0,96.0,2742.0,432.0,,
Company-514,Salesperson13,10096.0,5566.0,,,8684.0,,1412.0,,,,4789.0,,777.0,
Company-515,Salesperson7,1415.0,2240.0,1415.0,,,,,,2240.0,,,,,
Company-516,Salesperson5,579.0,164.0,579.0,,,,,,164.0,,,,,
Company-517,Salesperson13,8294.0,5606.0,,,,,8294.0,,,,,,5606.0,
Company-518,Salesperson13,2781.0,593.0,,,2413.0,,368.0,,,,524.0,,69.0,
Company-519,Salesperson9,353.0,319.0,,,353.0,,,,,,319.0,,,
Company-52,Salesperson12,70862.0,144688.0,3546.0,16413.0,14616.0,17028.0,12312.0,6947.0,7490.0,34572.0,29913.0,33033.0,25782.0,13898.0
Company-520,Salesperson7,3525.0,1686.0,132.0,,862.0,865.0,1666.0,,56.0,,398.0,394.0,838.0,
Company-521,Salesperson8,91.0,28.0,,,,91.0,,,,,,28.0,,
Company-522,Salesperson8,1497.0,254.0,,,,1497.0,,,,,,254.0,,
Company-523,Salesperson13,3225.0,4313.0,117.0,1345.0,336.0,401.0,1026.0,,77.0,1746.0,526.0,460.0,1504.0,
Company-524,Salesperson8,178.0,235.0,,,,,,178.0,,,,,,235.0
Company-525,Salesperson7,3607.0,3338.0,,1832.0,1775.0,,,,,2946.0,392.0,,,
Company-526,Salesperson7,1407.0,228.0,,,,,,1407.0,,,,,,228.0
Company-527,Salesperson13,741.0,899.0,,741.0,,,,,,899.0,,,,
Company-528,Salesperson13,721.0,462.0,,462.0,,,259.0,,,306.0,,,156.0,
Company-529,Salesperson5,212.0,88.0,,,212.0,,,,,,88.0,,,
Company-53,Salesperson11,8963.0,18524.0,,8963.0,,,,,,18524.0,,,,
Company-53,Salesperson12,26275.0,55675.0,8461.0,,7913.0,,7674.0,2227.0,17936.0,,16804.0,,16331.0,4604.0
Company-530,Salesperson8,25181.0,3852.0,572.0,3142.0,11331.0,4710.0,257.0,5169.0,101.0,524.0,1617.0,702.0,43.0,865.0
Company-531,Salesperson8,6773.0,715.0,2937.0,3836.0,,,,,122.0,593.0,,,,
Company-532,Salesperson7,8932.0,4702.0,2625.0,,557.0,4314.0,612.0,824.0,1332.0,,840.0,1538.0,854.0,138.0
Company-533,Salesperson13,99.0,8.0,,,,,99.0,,,,,,8.0,
Company-534,Salesperson13,7102.0,8522.0,4740.0,2362.0,,,,,5304.0,3218.0,,,,
Company-535,Salesperson5,9221.0,7839.0,,,9221.0,,,,,,7839.0,,,
Company-536,Salesperson7,667.0,114.0,,,,667.0,,,,,,114.0,,
Company-537,Salesperson13,89.0,48.0,,,,89.0,,,,,,48.0,,
Company-538,Salesperson5,7326.0,8722.0,,7326.0,,,,,,8722.0,,,,
Company-539,Salesperson8,213.0,44.0,,213.0,,,,,,44.0,,,,
Company-54,Salesperson11,18274.0,43088.0,18274.0,,,,,,43088.0,,,,,
Company-54,Salesperson12,55985.0,135119.0,8236.0,11886.0,11631.0,2836.0,15892.0,5504.0,18315.0,31913.0,27248.0,6563.0,38498.0,12582.0
Company-540,Salesperson8,116.0,26.0,,116.0,,,,,,26.0,,,,
Company-541,Salesperson6,1555.0,1822.0,1002.0,292.0,,,261.0,,1252.0,198.0,,,372.0,
Company-542,Salesperson6,648.0,828.0,,,,,648.0,,,,,,828.0,
Company-543,Salesperson6,777.0,126.0,777.0,,,,,,126.0,,,,,
Company-544,Salesperson9,635.0,536.0,319.0,,,,316.0,,232.0,,,,304.0,
Company-545,Salesperson6,882.0,690.0,137.0,133.0,257.0,355.0,,,130.0,20.0,122.0,418.0,,
Company-546,Salesperson7,178758.0,113401.0,20356.0,55107.0,46079.0,34750.0,16245.0,6221.0,15200.0,32432.0,26946.0,20823.0,12580.0,5420.0
Company-547,Salesperson7,968.0,1088.0,,780.0,188.0,,,,,998.0,90.0,,,
Company-548,Salesperson13,3934.0,1897.0,1329.0,596.0,290.0,1349.0,370.0,,637.0,304.0,44.0,738.0,174.0,
Company-549,Salesperson9,1697.0,468.0,1128.0,569.0,,,,,352.0,116.0,,,,
Company-55,Salesperson11,61522.0,89774.0,33453.0,28069.0,,,,,50566.0,39208.0,,,,
Company-55,Salesperson12,129474.0,191325.0,6713.0,21958.0,24882.0,27181.0,27225.0,21515.0,17786.0,34695.0,39608.0,36808.0,36950.0,25478.0
Company-550,Salesperson13,3476.0,4724.0,,1831.0,,,1645.0,,,2320.0,,,2404.0,
Company-551,Salesperson8,230.0,113.0,,,,,,230.0,,,,,,113.0
Company-552,Salesperson8,1247.0,1356.0,,,,1247.0,,,,,,1356.0,,
Company-553,Salesperson13,188.0,32.0,188.0,,,,,,32.0,,,,,
Company-554,Salesperson8,10371.0,763.0,,,6490.0,470.0,3411.0,,,,430.0,63.0,270.0,
Company-555,Salesperson7,925.0,682.0,925.0,,,,,,682.0,,,,,
Company-556,Salesperson6,9137.0,14433.0,1936.0,2818.0,1730.0,948.0,1705.0,,2866.0,4282.0,3126.0,1244.0,2915.0,
Company-557,Salesperson4,14980.0,8964.0,5898.0,855.0,1161.0,5820.0,990.0,256.0,3614.0,460.0,636.0,3500.0,610.0,144.0
Company-558,Salesperson8,113.0,53.0,,113.0,,,,,,53.0,,,,
Company-559,Salesperson6,8426.0,11040.0,2704.0,1569.0,1129.0,1352.0,1672.0,,3516.0,2176.0,1646.0,1656.0,2046.0,
Company-56,Salesperson2,118144.0,210332.0,37034.0,14386.0,17293.0,22931.0,13475.0,13025.0,63445.0,23211.0,29607.0,37818.0,35287.0,20964.0
Company-560,Salesperson9,3007.0,1286.0,752.0,,,,2255.0,,796.0,,,,490.0,
Company-561,Salesperson6,493.0,168.0,,217.0,,94.0,182.0,,,72.0,,30.0,66.0,
Company-562,Salesperson8,309.0,40.0,100.0,,,100.0,109.0,,12.0,,,16.0,12.0,
Company-563,Salesperson6,515.0,600.0,515.0,,,,,,600.0,,,,,
Company-564,Salesperson13,1247.0,1372.0,,,,,1247.0,,,,,,1372.0,
Company-565,Salesperson7,15942.0,7950.0,1861.0,1743.0,7370.0,2171.0,1510.0,1287.0,1758.0,195.0,2248.0,1510.0,888.0,1351.0
Company-566,Salesperson13,176.0,132.0,,88.0,,88.0,,,,66.0,,66.0,,
Company-567,Salesperson8,282.0,150.0,,,,,,282.0,,,,,,150.0
Company-568,Salesperson6,117.0,22.0,,,,,117.0,,,,,,22.0,
Company-569,Salesperson13,1432.0,272.0,91.0,,,,658.0,683.0,15.0,,,,126.0,131.0
Company-57,Salesperson22,132374.0,282256.0,56888.0,55920.0,,,19566.0,,140851.0,97671.0,,,43734.0,
Company-570,Salesperson6,221.0,124.0,,,,221.0,,,,,,124.0,,
Company-571,Salesperson7,3568.0,4510.0,236.0,103.0,,2213.0,923.0,93.0,320.0,15.0,,2927.0,1144.0,104.0
Company-572,Salesperson6,966.0,188.0,232.0,,,,734.0,,36.0,,,,152.0,
Company-573,Salesperson6,1430.0,579.0,139.0,182.0,252.0,88.0,448.0,321.0,107.0,101.0,166.0,64.0,82.0,59.0
Company-574,Salesperson13,228.0,44.0,,,,228.0,,,,,,44.0,,
Company-575,Salesperson7,539.0,1040.0,,539.0,,,,,,1040.0,,,,
Company-576,Salesperson13,2392.0,388.0,,1663.0,277.0,205.0,247.0,,,299.0,39.0,23.0,27.0,
Company-577,Salesperson8,1116.0,571.0,,,,,346.0,770.0,,,,,190.0,381.0
Company-578,Salesperson8,3896.0,3949.0,347.0,2807.0,,,742.0,,465.0,3342.0,,,142.0,
Company-579,Salesperson8,395.0,53.0,,214.0,,,181.0,,,30.0,,,23.0,
Company-58,Salesperson2,1115.0,1680.0,,,,1115.0,,,,,,1680.0,,
Company-580,Salesperson13,32487.0,37639.0,6044.0,5583.0,4516.0,12262.0,4082.0,,6486.0,6214.0,5386.0,14834.0,4719.0,
Company-581,Salesperson7,1245.0,265.0,,260.0,,985.0,,,,59.0,,206.0,,
Company-582,Salesperson6,16050.0,19548.0,5230.0,5208.0,3226.0,,732.0,1654.0,5676.0,6780.0,4028.0,,1040.0,2024.0
Company-583,Salesperson10,565.0,425.0,,565.0,,,,,,425.0,,,,
Company-584,Salesperson9,7817.0,1448.0,,459.0,7358.0,,,,,72.0,1376.0,,,
Company-585,Salesperson13,273.0,50.0,273.0,,,,,,50.0,,,,,
Company-586,Salesperson8,248.0,175.0,,,,,248.0,,,,,,175.0,
Company-587,Salesperson6,6824.0,882.0,,6824.0,,,,,,882.0,,,,
Company-588,Salesperson7,1248.0,1065.0,,425.0,,823.0,,,,577.0,,488.0,,
Company-589,Salesperson13,153.0,17.0,,153.0,,,,,,17.0,,,,
Company-59,Salesperson1,749616.0,2178381.0,148623.0,72898.0,112831.0,209105.0,169249.0,36910.0,422150.0,196803.0,310232.0,644918.0,489870.0,114408.0
Company-590,Salesperson7,991.0,4110.0,,,,,,991.0,,,,,,4110.0
Company-591,Salesperson8,1009.0,1446.0,,,,,1009.0,,,,,,1446.0,
Company-592,Salesperson7,24814.0,15370.0,,193.0,13794.0,,10422.0,405.0,,148.0,8374.0,,6488.0,360.0
Company-593,Salesperson8,6154.0,3667.0,493.0,3019.0,1448.0,328.0,,866.0,798.0,1528.0,660.0,73.0,,608.0
Company-594,Salesperson4,664.0,500.0,244.0,,80.0,,340.0,,286.0,,64.0,,150.0,
Company-595,Salesperson4,8521.0,5326.0,4858.0,623.0,953.0,,2087.0,,2754.0,334.0,942.0,,1296.0,
Company-596,Salesperson9,1024.0,928.0,,,,,1024.0,,,,,,928.0,
Company-597,Salesperson7,964.0,1234.0,95.0,,,,869.0,,36.0,,,,1198.0,
Company-598,Salesperson6,1524.0,1777.0,,,91.0,1340.0,93.0,,,,67.0,1642.0,68.0,
Company-599,Salesperson10,12664.0,9921.0,,11029.0,1435.0,200.0,,,,9056.0,708.0,157.0,,
Company-6,Salesperson12,21797.0,50537.0,,,,1825.0,,19972.0,,,,4328.0,,46209.0
Company-6,Salesperson22,524419.0,1228885.0,57624.0,169638.0,120660.0,117780.0,40189.0,18528.0,130654.0,398764.0,278172.0,272610.0,99373.0,49312.0
Company-60,Salesperson2,83815.0,202141.0,10510.0,30990.0,5520.0,8096.0,28699.0,,25268.0,71608.0,16986.0,20124.0,68155.0,
Company-600,Salesperson7,8160.0,5947.0,1700.0,4635.0,,103.0,1722.0,,1117.0,3422.0,,70.0,1338.0,
Company-601,Salesperson8,4603.0,2405.0,1378.0,871.0,2354.0,,,,911.0,372.0,1122.0,,,
Company-602,Salesperson10,4167.0,2989.0,1103.0,2798.0,,266.0,,,754.0,2034.0,,201.0,,
Company-603,Salesperson6,155.0,184.0,,,155.0,,,,,,184.0,,,
Company-604,Salesperson10,366.0,200.0,,,,,366.0,,,,,,200.0,
Company-605,Salesperson13,1232.0,1472.0,,1232.0,,,,,,1472.0,,,,
Company-606,Salesperson13,3051.0,3543.0,,,774.0,,1285.0,992.0,,,907.0,,1508.0,1128.0
Company-607,Salesperson13,1508.0,1190.0,,,1508.0,,,,,,1190.0,,,
Company-608,Salesperson8,5673.0,936.0,4374.0,,1299.0,,,,732.0,,204.0,,,
Company-609,Salesperson10,2038.0,2481.0,,,,817.0,1221.0,,,,,1471.0,1010.0,
Company-61,Salesperson11,15365243.0,304086.0,15295480.0,18256.0,10132.0,24930.0,9604.0,6841.0,161814.0,36378.0,18766.0,50312.0,17698.0,19118.0
Company-61,Salesperson12,361328.0,734978.0,55850.0,75174.0,52536.0,64825.0,78710.0,34233.0,122375.0,136551.0,105992.0,131126.0,170219.0,68715.0
Company-610,Salesperson10,1680.0,1925.0,466.0,,,570.0,644.0,,327.0,,,754.0,844.0,
Company-611,Salesperson10,8034.0,12312.0,3839.0,250.0,3945.0,,,,5965.0,288.0,6059.0,,,
Company-612,Salesperson10,514.0,634.0,,,,126.0,388.0,,,,,116.0,518.0,
Company-613,Salesperson6,411.0,564.0,323.0,,,,88.0,,452.0,,,,112.0,
Company-614,Salesperson8,105.0,9.0,,,105.0,,,,,,9.0,,,
Company-615,Salesperson13,0.0,4.0,,0.0,,,,,,4.0,,,,
Company-616,Salesperson10,239.0,506.0,,,,,239.0,,,,,,506.0,
Company-616,Salesperson17,1525.0,2534.0,,,,,,1525.0,,,,,,2534.0
Company-616,Salesperson7,1369.0,2852.0,,,,,1369.0,,,,,,2852.0,
Company-617,Salesperson6,9812.0,12227.0,3637.0,843.0,2153.0,307.0,1937.0,935.0,3994.0,1118.0,2787.0,406.0,2562.0,1360.0
Company-618,Salesperson6,7318.0,5574.0,1308.0,1884.0,920.0,2887.0,319.0,,784.0,1394.0,682.0,2512.0,202.0,
Company-619,Salesperson6,6203.0,5852.0,1486.0,666.0,,399.0,3509.0,143.0,2238.0,488.0,,306.0,2706.0,114.0
Company-62,Salesperson11,78824.0,142131.0,26045.0,52779.0,,,,,52066.0,90065.0,,,,
Company-62,Salesperson2,77108.0,133118.0,,,50925.0,26183.0,,,,,89464.0,43654.0,,
Company-62,Salesperson5,31182.0,52118.0,,,,,31182.0,,,,,,52118.0,
Company-620,Salesperson6,419.0,218.0,,,,,,419.0,,,,,,218.0
Company-621,Salesperson6,3953.0,736.0,522.0,408.0,2061.0,,,962.0,97.0,78.0,393.0,,,168.0
Company-622,Salesperson7,243.0,338.0,,,,,243.0,,,,,,338.0,
Company-623,Salesperson7,2148.0,1358.0,,,,2148.0,,,,,,1358.0,,
Company-624,Salesperson13,1251.0,398.0,,,,824.0,,427.0,,,,169.0,,229.0
Company-625,Salesperson9,1950.0,2264.0,,,423.0,639.0,,888.0,,,440.0,718.0,,1106.0
Company-626,Salesperson6,88.0,88.0,,88.0,,,,,,88.0,,,,
Company-627,Salesperson13,421.0,513.0,,194.0,,,227.0,,,242.0,,,271.0,
Company-628,Salesperson8,854.0,103.0,,,,427.0,,427.0,,,,52.0,,51.0
Company-629,Salesperson13,94.0,11.0,,,94.0,,,,,,11.0,,,
Company-63,Salesperson17,91087.0,206760.0,,,,,46410.0,44677.0,,,,,106876.0,99884.0
Company-630,Salesperson13,1587.0,499.0,,,159.0,642.0,786.0,,,,194.0,140.0,165.0,
Company-631,Salesperson8,4914.0,4283.0,1107.0,2343.0,354.0,439.0,671.0,,964.0,2056.0,285.0,371.0,607.0,
Company-632,Salesperson5,2936.0,521.0,,2936.0,,,,,,521.0,,,,
Company-633,Salesperson14,240.0,210.0,,,,240.0,,,,,,210.0,,
Company-634,Salesperson13,150.0,244.0,0.0,,,150.0,,,76.0,,,168.0,,
Company-635,Salesperson13,8641.0,11912.0,2740.0,625.0,174.0,4121.0,,981.0,3616.0,742.0,200.0,6060.0,,1294.0
Company-636,Salesperson6,11313.0,16901.0,,,1316.0,9741.0,,256.0,,,715.0,15798.0,,388.0
Company-637,Salesperson6,1976.0,1690.0,,1976.0,,,,,,1690.0,,,,
Company-638,Salesperson5,684.0,142.0,,,,,684.0,,,,,,142.0,
Company-639,Salesperson7,224.0,210.0,,133.0,,91.0,,,,140.0,,70.0,,
Company-64,Salesperson19,49210.0,15804.0,,,49210.0,,,,,,15804.0,,,
Company-640,Salesperson6,5232.0,5778.0,3066.0,1074.0,,,1092.0,,4032.0,230.0,,,1516.0,
Company-641,Salesperson9,475.0,240.0,,253.0,222.0,,,,,146.0,94.0,,,
Company-642,Salesperson9,115.0,14.0,,,,115.0,,,,,,14.0,,
Company-643,Salesperson13,1063.0,173.0,218.0,,575.0,270.0,,,16.0,,105.0,52.0,,
Company-644,Salesperson6,8006.0,12466.0,,,,8006.0,,,,,,12466.0,,
Company-645,Salesperson9,2695.0,2344.0,,,,2695.0,,,,,,2344.0,,
Company-646,Salesperson13,346.0,67.0,,,,,346.0,,,,,,67.0,
Company-647,Salesperson7,4588.0,1589.0,575.0,900.0,2859.0,122.0,132.0,,237.0,198.0,1044.0,85.0,25.0,
Company-648,Salesperson4,804.0,1013.0,804.0,,,,,,1013.0,,,,,
Company-648,Salesperson6,15265.0,10460.0,,801.0,6289.0,8175.0,,,,892.0,4168.0,5400.0,,
Company-649,Salesperson9,682.0,356.0,,,,,,682.0,,,,,,356.0
Company-65,Salesperson5,8583.0,19274.0,,,,,,8583.0,,,,,,19274.0
Company-650,Salesperson8,1016.0,1439.0,,,,1016.0,,,,,,1439.0,,
Company-651,Salesperson7,2123.0,2836.0,203.0,,,1920.0,,,46.0,,,2790.0,,
Company-652,Salesperson6,5033.0,4812.0,5033.0,,,,,,4812.0,,,,,
Company-653,Salesperson13,729.0,1050.0,,729.0,,,,,,1050.0,,,,
Company-654,Salesperson13,456.0,96.0,456.0,,,,,,96.0,,,,,
Company-655,Salesperson8,2088.0,340.0,1651.0,128.0,309.0,,,,271.0,19.0,50.0,,,
Company-656,Salesperson10,156.0,82.0,156.0,,,,,,82.0,,,,,
Company-657,Salesperson13,310.0,464.0,310.0,,,,,,464.0,,,,,
Company-658,Salesperson9,46633.0,43360.0,2334.0,15456.0,15882.0,8228.0,2233.0,2500.0,1962.0,14386.0,15687.0,7262.0,1837.0,2226.0
Company-659,Salesperson9,1761.0,2050.0,,1284.0,,477.0,,,,1484.0,,566.0,,
Company-66,Salesperson19,94661.0,132577.0,65815.0,,,,,28846.0,85353.0,,,,,47224.0
Company-660,Salesperson6,2395.0,2166.0,295.0,190.0,,1020.0,740.0,150.0,228.0,62.0,,818.0,952.0,106.0
Company-661,Salesperson13,136.0,86.0,,,,,136.0,,,,,,86.0,
Company-662,Salesperson13,140508.0,198522.0,46450.0,14491.0,24865.0,33306.0,21396.0,,66197.0,19763.0,34858.0,47562.0,30142.0,
Company-663,Salesperson9,1214.0,284.0,1214.0,,,,,,284.0,,,,,
Company-664,Salesperson6,1721.0,1392.0,,746.0,975.0,,,,,370.0,1022.0,,,
Company-665,Salesperson10,1863.0,2570.0,,,,,1863.0,,,,,,2570.0,
Company-666,Salesperson9,849.0,1022.0,,,849.0,,,,,,1022.0,,,
Company-667,Salesperson8,376.0,130.0,376.0,,,,,,130.0,,,,,
Company-668,Salesperson8,3557.0,1366.0,1378.0,,,,1609.0,570.0,900.0,,,,354.0,112.0
Company-669,Salesperson13,34086.0,35948.0,15893.0,1097.0,6243.0,1222.0,9631.0,,16442.0,1334.0,5724.0,1232.0,11216.0,
Company-67,Salesperson11,8248781.0,122281.0,8214578.0,,,16885.0,17318.0,,38983.0,,,41084.0,42214.0,
Company-67,Salesperson9,66957.0,162821.0,,,,16420.0,33652.0,16885.0,,,,40091.0,81676.0,41054.0
Company-670,Salesperson13,89.0,95.0,,,,89.0,,,,,,95.0,,
Company-671,Salesperson8,1164.0,256.0,1164.0,,,,,,256.0,,,,,
Company-672,Salesperson13,3051.0,3777.0,,1555.0,,,1496.0,,,2164.0,,,1613.0,
Company-673,Salesperson8,33787.0,1504.0,162.0,,16346.0,3224.0,14055.0,,28.0,,1233.0,58.0,185.0,
Company-674,Salesperson8,9411.0,5396.0,5563.0,,636.0,,1559.0,1653.0,2683.0,,375.0,,1111.0,1227.0
Company-675,Salesperson4,36751.0,10741.0,8487.0,6125.0,6999.0,7750.0,6702.0,688.0,2420.0,1658.0,2032.0,2244.0,2199.0,188.0
Company-676,Salesperson9,707.0,430.0,,,,707.0,,,,,,430.0,,
Company-677,Salesperson13,16850.0,11599.0,6154.0,304.0,1099.0,,7576.0,1717.0,4192.0,360.0,800.0,,4789.0,1458.0
Company-678,Salesperson13,1922.0,2324.0,1922.0,,,,,,2324.0,,,,,
Company-679,Salesperson8,545.0,163.0,,,545.0,,,,,,163.0,,,
Company-68,Salesperson2,7939509.0,238154.0,7868853.0,15101.0,15798.0,20166.0,19591.0,,92280.0,31611.0,32696.0,42508.0,39059.0,
Company-680,Salesperson6,962.0,240.0,847.0,,,115.0,,,188.0,,,52.0,,
Company-681,Salesperson7,133325.0,119423.0,16967.0,17652.0,27991.0,28046.0,40147.0,2522.0,11790.0,17044.0,26564.0,26367.0,36054.0,1604.0
Company-682,Salesperson6,416.0,360.0,416.0,,,,,,360.0,,,,,
Company-683,Salesperson10,327.0,408.0,,,,327.0,,,,,,408.0,,
Company-684,Salesperson7,2624.0,878.0,,2519.0,,,105.0,,,834.0,,,44.0,
Company-685,Salesperson6,730.0,347.0,202.0,,,,386.0,142.0,73.0,,,,146.0,128.0
Company-686,Salesperson5,15545.0,2986.0,15545.0,,,,,,2986.0,,,,,
Company-687,Salesperson7,185366.0,217991.0,17647.0,71848.0,8397.0,28407.0,57203.0,1864.0,23952.0,99627.0,9826.0,33343.0,48164.0,3079.0
Company-688,Salesperson9,507.0,355.0,,,507.0,,,,,,355.0,,,
Company-689,Salesperson6,6227.0,11996.0,,2969.0,1560.0,1229.0,469.0,,,5640.0,3098.0,2378.0,880.0,
Company-69,Salesperson2,1755.0,2978.0,,,,1755.0,,,,,,2978.0,,
Company-690,Salesperson9,2396.0,1360.0,,,,,2396.0,,,,,,1360.0,
Company-691,Salesperson6,88.0,94.0,,88.0,,,,,,94.0,,,,
Company-692,Salesperson9,3183.0,430.0,2111.0,,568.0,504.0,,,144.0,,40.0,246.0,,
Company-693,Salesperson4,1019.0,1618.0,,,,,1019.0,,,,,,1618.0,
Company-694,Salesperson8,998.0,162.0,,328.0,670.0,,,,,50.0,112.0,,,
Company-695,Salesperson13,1050.0,640.0,,,1050.0,,,,,,640.0,,,
Company-696,Salesperson6,642.0,650.0,,,,264.0,378.0,,,,,204.0,446.0,
Company-697,Salesperson7,789.0,454.0,,,789.0,,,,,,454.0,,,
Company-698,Salesperson6,2374.0,1844.0,,1196.0,94.0,,1084.0,,,1078.0,26.0,,740.0,
Company-699,Salesperson9,302.0,298.0,,,,302.0,,,,,,298.0,,
Company-7,Salesperson2,30159.0,64774.0,5249.0,1175.0,4496.0,,15474.0,3765.0,10646.0,2136.0,9362.0,,35492.0,7138.0
Company-70,Salesperson6,546.0,372.0,546.0,,,,,,372.0,,,,,
Company-700,Salesperson7,1081.0,4794.0,,1081.0,0.0,,,,,1636.0,3158.0,,,
Company-701,Salesperson13,1063.0,1122.0,,,,,,1063.0,,,,,,1122.0
Company-702,Salesperson13,11976.0,5852.0,,,5826.0,,3324.0,2826.0,,,2922.0,,1562.0,1368.0
Company-703,Salesperson8,446.0,471.0,,,446.0,,,,,,471.0,,,
Company-704,Salesperson8,237.0,131.0,,,,,237.0,,,,,,131.0,
Company-705,Salesperson7,2312.0,2904.0,,,,1701.0,611.0,,,,,2160.0,744.0,
Company-706,Salesperson5,10036.0,16215.0,8009.0,1520.0,257.0,250.0,,,13647.0,2036.0,274.0,258.0,,
Company-707,Salesperson6,3436.0,692.0,3436.0,,,,,,692.0,,,,,
Company-708,Salesperson9,2717.0,3866.0,,,,1421.0,1296.0,,,,,2014.0,1852.0,
Company-709,Salesperson6,381.0,298.0,,,270.0,,111.0,,,,212.0,,86.0,
Company-71,Salesperson13,1097.0,1302.0,,642.0,,455.0,,,,750.0,,552.0,,
Company-710,Salesperson6,602.0,466.0,,,198.0,,404.0,,,,114.0,,352.0,
Company-711,Salesperson13,1040.0,276.0,1040.0,,,,,,276.0,,,,,
Company-712,Salesperson13,1475.0,1377.0,,,,1115.0,360.0,,,,,1299.0,78.0,
Company-713,Salesperson13,8297.0,4804.0,156.0,3143.0,2209.0,687.0,2014.0,88.0,20.0,1382.0,1982.0,508.0,794.0,118.0
Company-714,Salesperson6,2197.0,363.0,,,400.0,,,1797.0,,,69.0,,,294.0
Company-715,Salesperson10,207.0,66.0,,207.0,,,,,,66.0,,,,
Company-716,Salesperson6,2329.0,1224.0,,102.0,493.0,703.0,,1031.0,,17.0,267.0,530.0,,410.0
Company-717,Salesperson13,100.0,19.0,,100.0,,,,,,19.0,,,,
Company-718,Salesperson7,1084.0,199.0,480.0,420.0,,184.0,,,98.0,67.0,,34.0,,
Company-719,Salesperson6,884.0,1444.0,884.0,,,,,,1444.0,,,,,
Company-719,Salesperson7,448.0,650.0,,,,448.0,,,,,,650.0,,
Company-72,Salesperson9,850.0,476.0,,850.0,,,,,,476.0,,,,
Company-720,Salesperson13,1040.0,1510.0,,,,,1040.0,,,,,,1510.0,
Company-721,Salesperson13,875.0,139.0,,,,,308.0,567.0,,,,,54.0,85.0
Company-722,Salesperson7,3001.0,2242.0,,,3001.0,,,,,,2242.0,,,
Company-723,Salesperson6,4198.0,4518.0,189.0,259.0,,93.0,3657.0,,148.0,300.0,,114.0,3956.0,
Company-724,Salesperson8,120472.0,62750.0,18657.0,25136.0,36656.0,12275.0,21197.0,6551.0,9342.0,11833.0,17251.0,7619.0,12944.0,3761.0
Company-725,Salesperson6,540.0,200.0,219.0,119.0,,202.0,,,29.0,17.0,,154.0,,
Company-726,Salesperson8,504.0,119.0,,504.0,,,,,,119.0,,,,
Company-727,Salesperson7,727.0,1154.0,,,,,727.0,,,,,,1154.0,
Company-728,Salesperson13,461.0,524.0,461.0,,,,,,524.0,,,,,
Company-729,Salesperson7,352.0,140.0,120.0,93.0,,,,139.0,44.0,51.0,,,,45.0
Company-73,Salesperson7,1256.0,1776.0,338.0,306.0,,306.0,306.0,,442.0,452.0,,438.0,444.0,
Company-730,Salesperson7,750.0,784.0,377.0,373.0,,,,,392.0,392.0,,,,
Company-731,Salesperson13,279.0,58.0,,279.0,,,,,,58.0,,,,
Company-732,Salesperson8,11183.0,6009.0,,,2967.0,,6466.0,1750.0,,,527.0,,5178.0,304.0
Company-733,Salesperson5,71427.0,111854.0,13732.0,56440.0,332.0,923.0,,,18620.0,91998.0,310.0,926.0,,
Company-734,Salesperson8,3013.0,1572.0,2421.0,,592.0,,,,1229.0,,343.0,,,
Company-735,Salesperson8,10344.0,12023.0,,,,1382.0,4512.0,4450.0,,,,1327.0,4990.0,5706.0
Company-736,Salesperson7,139.0,92.0,,,139.0,,,,,,92.0,,,
Company-737,Salesperson6,1841.0,2637.0,,501.0,,,1212.0,128.0,,908.0,,,1549.0,180.0
Company-738,Salesperson8,136.0,71.0,,,136.0,,,,,,71.0,,,
Company-739,Salesperson13,7478.0,5967.0,6216.0,,544.0,718.0,,,4938.0,,362.0,667.0,,
Company-74,Salesperson6,6609.0,8635.0,,2087.0,924.0,1808.0,429.0,1361.0,,3066.0,775.0,2388.0,669.0,1737.0
Company-740,Salesperson7,10441.0,11913.0,1802.0,324.0,,4554.0,3423.0,338.0,2509.0,352.0,,4374.0,4118.0,560.0
Company-741,Salesperson13,299.0,313.0,,,,299.0,,,,,,313.0,,
Company-742,Salesperson13,13057.0,7513.0,386.0,1075.0,5984.0,1103.0,2811.0,1698.0,269.0,676.0,2172.0,577.0,2366.0,1453.0
Company-743,Salesperson13,1557.0,772.0,801.0,128.0,,537.0,,91.0,485.0,84.0,,150.0,,53.0
Company-744,Salesperson9,2590.0,1807.0,1591.0,363.0,199.0,313.0,124.0,,1118.0,271.0,144.0,198.0,76.0,
Company-745,Salesperson7,51807.0,45398.0,7261.0,,7450.0,1381.0,35715.0,,8628.0,,8694.0,1568.0,26508.0,
Company-746,Salesperson8,425.0,373.0,,425.0,,,,,,373.0,,,,
Company-747,Salesperson7,3955.0,3448.0,536.0,355.0,593.0,1562.0,470.0,439.0,322.0,340.0,430.0,1692.0,372.0,292.0
Company-748,Salesperson6,162.0,208.0,162.0,,,,,,208.0,,,,,
Company-749,Salesperson7,287.0,394.0,,,,287.0,,,,,,394.0,,
Company-75,Salesperson7,895.0,1474.0,,375.0,,520.0,,,,690.0,,784.0,,
